順位,キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
960,寝起き 気持ち悪くなる原因,3900,50,1.666,12.478,23,77,7,28,33,19,8,3,2
961,胃カメラ 水分 いつまで,4000,50,1.661,3.111,25,75,0,6,19,32,28,11,4
962,ドレーン 抜去,3900,50,1.656,12.424,25,75,2,10,13,24,23,15,13
963,枕が合わないと出る症状,4200,50,1.655,11.344,26,74,1,8,18,29,24,12,8
964,タンニン酸アルブミン 効果,3600,50,1.655,1.726,28,72,0,10,18,19,22,17,14
965,腸 ガスが溜まる原因,4000,50,1.651,1.098,30,70,2,9,15,23,24,16,11
966,腫瘍マーカー ca19-9,4100,50,1.648,6.268,32,68,1,5,13,24,29,18,10
967,背中の痛み 腎臓,4300,50,1.645,3.772,40,60,1,3,12,23,28,19,14
968,パリエットs,4000,50,1.645,6.64,55,45,0,5,14,20,24,21,16
969,中性脂肪が高い原因,4500,50,1.641,2.939,31,69,1,2,3,10,21,27,36
970,胆嚢 摘出 デメリット,3600,50,1.638,1.637,47,53,2,7,19,28,27,10,7
971,自律神経失調症 治療,4100,50,1.637,9.595,35,65,2,14,23,25,20,10,6
972,右胸下が痛い,3800,50,1.633,5.427,17,83,3,12,20,26,28,7,4
973,大腿骨頚部骨折 禁忌肢位,4100,50,1.63,16.007,15,85,3,25,11,17,17,13,14
974,不明熱 原因,4300,50,1.629,17.731,33,67,2,11,16,23,23,16,9
975,犬嘔吐,3700,50,1.628,13.074,25,75,1,4,7,25,35,20,8
976,呼吸音 種類,4200,50,1.626,11.88,26,74,1,29,19,23,18,7,3
977,エネフリード,3900,50,1.62,9.373,33,67,1,20,23,22,17,11,6
978,副腎皮質,4400,50,1.618,1.089,36,64,12,18,14,18,17,11,10
979,エビプロスタット,4300,50,1.617,9.194,53,47,0,9,15,18,19,17,22
980,降圧剤 下がりすぎ,4400,50,1.614,4.674,30,70,0,1,3,14,27,30,25
981,第一三共胃腸プラス,4100,50,1.614,3.792,29,71,2,16,19,21,19,12,11
982,便 血が混じる,4000,50,1.614,3.521,35,65,3,15,27,29,18,6,2
983,dlp 医療,4200,50,1.612,7.786,31,69,0,31,22,21,16,7,3
984,お腹が空かない 原因,4100,50,1.608,10.547,24,76,6,12,13,18,23,16,12
985,甲状腺 痛み,3100,40,1.74,11.946,23,77,2,13,22,32,23,5,3
986,サルプレップ 効果発現時間,3300,40,1.698,18.041,28,72,1,4,14,28,30,14,9
987,直腸がん ステージ4,3400,40,1.685,2.97,34,66,1,5,13,23,24,20,14
988,自制内の意味,3300,40,1.673,2.025,25,75,0,16,17,27,23,12,5
989,トロポニン,3500,40,1.661,4.107,37,63,3,25,15,19,20,10,8
990,急性膵炎 重症度,3400,40,1.657,9.657,44,56,1,15,16,22,22,15,9
991,鉄欠乏性貧血 診断基準,3500,40,1.649,3.057,34,66,3,16,20,25,16,11,9
992,ファンギゾンシロップ 使用方法,3700,40,1.641,1.831,32,68,0,9,15,21,21,19,15
993,喉のポリープ 症状,3500,40,1.64,14.002,29,71,1,6,11,21,25,21,15
994,狭心症 検査,3300,40,1.64,5.545,33,67,2,10,16,28,27,12,5
995,介護レベル,3200,40,1.634,14.05,53,47,4,9,13,23,30,14,7
996,フサン,3500,40,1.626,14.833,37,63,1,20,18,19,19,13,10
997,ヒドロキシジン,3400,40,1.617,1.062,38,62,1,14,16,24,21,12,12
998,関節の痛み 更年期,3200,40,1.617,16.492,10,90,1,1,1,30,53,9,5
999,巨大結腸症,3600,40,1.615,16.634,26,74,1,13,19,24,21,12,10
1000,体質性黄疸,3400,40,1.614,13.318,44,56,1,11,21,26,22,12,7
1,腎臓癌 初期症状,73800,880,1.632,26.293,33,67,1,3,7,16,25,22,26
2,腎機能低下,40600,450,1.529,19.719,26,74,1,8,11,22,26,16,16
3,一過性脳虚血発作,45000,450,1.441,23.744,31,69,1,8,10,16,23,21,21
4,ノルアドレナリン,42400,440,1.456,34.819,33,67,4,20,16,22,20,10,8
5,高カルシウム血症,35000,390,1.548,20.041,29,71,0,12,12,19,22,19,16
6,大腸ポリープ 切除後,26500,370,1.758,28.936,37,63,1,1,5,18,31,25,19
7,心不全 症状,27700,340,1.657,54.5,27,73,3,20,14,18,19,12,14
8,脂肪肝 症状,30100,340,1.528,21.848,38,62,1,6,16,25,27,15,10
9,褥瘡 ステージ,31200,330,1.461,25.834,21,79,1,11,12,22,27,17,10
10,悪性リンパ腫 初期症状,30100,320,1.503,29.189,24,76,3,7,11,20,25,17,17
11,ウロビリノーゲンとは,30000,310,1.47,19.796,33,67,2,10,12,19,23,17,17
12,トルバプタン,29900,310,1.461,21.88,33,67,1,19,15,23,22,13,7
13,ソセゴン,24900,300,1.601,19.168,28,72,0,29,20,22,16,8,5
14,ビソノテープ,27900,300,1.504,21.766,29,71,0,19,15,22,21,14,9
15,リクシア内服,28000,290,1.463,31.33,27,73,0,14,14,20,22,17,13
16,直腸がん,23100,280,1.644,19.644,38,62,1,6,9,16,22,21,25
17,肋骨の下あたりが痛い 左,21900,270,1.635,28.6,25,75,3,6,9,19,30,20,13
18,腹水がたまる余命,22700,270,1.624,21.667,31,69,1,3,6,17,28,25,20
19,子宮体癌 初期症状,26600,270,1.424,21.912,7,93,1,5,10,30,35,12,7
20,尿素呼気試験,10700,260,2.304,27.343,36,64,0,9,15,23,22,16,15
21,膀胱留置カテーテル,16400,260,1.878,21.165,17,83,2,32,17,18,15,7,9
22,肝不全とは,23300,260,1.531,29.481,40,60,1,6,11,18,23,19,22
23,スインプロイク,25900,260,1.463,23.714,32,68,0,14,14,20,22,15,15
24,子宮体癌症状 初期,23500,260,1.46,33.512,9,91,1,3,9,34,35,11,7
25,トルソー症候群,25400,260,1.445,29.606,31,69,1,19,18,22,21,12,7
26,アセリオ,19400,250,1.69,39.379,30,70,0,28,18,22,18,9,5
27,見当識障害とは,23800,240,1.457,47.019,25,75,2,13,8,18,27,19,13
28,夏ばて 症状,24300,240,1.426,132.372,30,70,5,11,15,21,19,16,13
29,大腸憩室,18900,230,1.642,24.933,38,62,1,4,6,15,26,25,23
30,12誘導心電図 貼り方,18500,230,1.624,19.8,30,70,1,37,25,22,11,3,1
31,心電図 付け方,21900,230,1.453,27.59,16,84,1,13,13,24,25,14,10
32,脳幹,24100,230,1.422,21.644,37,63,9,16,11,17,19,14,14
33,自律神経 何科を受診,20300,220,1.459,32.36,22,78,1,8,18,28,24,12,9
34,pvc 心電図,18100,210,1.604,19.651,28,72,1,39,19,18,13,6,4
35,レシカルボン座薬,19300,210,1.501,43.488,26,74,1,14,14,20,21,15,15
36,腹腔鏡手術 術後,20000,210,1.496,23.99,25,75,1,5,11,23,24,18,18
37,右の腰が痛い,19300,210,1.471,30.952,36,64,3,5,9,26,31,17,9
38,傾眠とは,20700,210,1.458,38.359,28,72,2,11,10,16,25,20,16
39,結節性紅斑,20600,210,1.437,34.933,24,76,1,10,16,22,23,16,12
40,ビーフリード,12100,200,1.903,25.93,32,68,1,27,17,19,19,10,7
41,便が白っぽい,14700,200,1.75,23.832,35,65,1,3,7,17,28,24,20
42,アミノレバン,14600,200,1.712,35.949,31,69,1,21,17,21,20,13,7
43,ソルメドロール,17800,200,1.56,23.192,30,70,1,31,19,20,16,8,5
44,黄疸が出ると余命は,17800,200,1.547,19.551,36,64,1,3,8,21,31,22,14
45,オキサリプラチン,11700,190,1.906,39.213,38,62,0,13,14,20,20,17,16
46,肝膿瘍,12200,190,1.892,24.391,38,62,1,12,11,17,22,18,19
47,腹壁瘢痕ヘルニア,13300,190,1.811,28.283,31,69,0,13,13,19,22,17,16
48,カペシタビン,13800,190,1.732,35.013,36,64,0,13,12,20,23,18,14
49,ベーチェット病 初期症状,17400,190,1.503,27.778,18,82,0,5,10,22,28,20,15
50,自律神経失調症 漢方,18000,190,1.466,23.104,24,76,1,7,16,25,24,15,12
51,小腸癌 症状 初期症状,6400,180,2.476,28.516,25,75,1,6,10,15,26,23,19
52,リパクレオン,14600,180,1.666,22.908,38,62,0,11,13,20,22,17,17
53,大腿骨転子部骨折,15900,180,1.567,33.03,33,67,1,18,13,15,20,20,13
54,イリボー,15600,180,1.561,21.104,38,62,2,9,16,26,23,14,10
55,悪性新生物とは,16700,180,1.503,33.26,41,59,7,11,12,18,23,17,12
56,ソルコーテフ,17200,180,1.445,23.439,33,67,0,25,20,21,18,10,6
57,モサプリド どんな時に飲む,11900,170,1.828,72.397,28,72,1,5,8,16,22,22,26
58,採血 スピッツ 順番,12100,170,1.776,37.215,10,90,1,34,18,24,16,5,2
59,ivh 医療,12700,170,1.718,34.102,28,72,1,25,17,17,19,14,7
60,頻脈 症状,13400,170,1.691,43.023,28,72,3,11,8,16,20,21,21
61,alp 正常値,14800,170,1.599,22.234,35,65,1,9,7,12,18,22,31
62,正常圧水頭症,14400,170,1.59,30.826,35,65,1,19,13,18,21,16,12
63,ivr 医療,14400,170,1.582,24.707,31,69,1,27,17,19,17,11,8
64,腟炎の症状は,16100,170,1.481,25.187,9,91,1,8,12,19,23,18,19
65,ポリファーマシーとは,17100,170,1.439,25.466,32,68,2,19,13,20,22,14,10
66,ブスコパン 効果,9800,160,1.953,97.067,22,78,2,12,12,21,25,15,13
67,右側の腰が痛い,10800,160,1.832,24.247,28,72,2,5,9,19,31,19,15
68,ポタコールr輸液,11100,160,1.792,31.405,32,68,1,13,13,19,21,18,15
69,ロピオン,12400,160,1.67,35.725,28,72,0,39,21,18,13,6,3
70,サルプレップ,15000,160,1.485,21.386,33,67,1,6,14,28,27,15,9
71,陰性t波,15200,160,1.478,40.415,32,68,1,27,22,20,16,9,5
72,蝶形紅斑,14900,160,1.473,25.591,19,81,2,18,17,26,22,11,4
73,尿道カテーテルとは,15800,160,1.422,32.332,43,57,4,10,12,17,22,19,16
74,胆汁性下痢症,8000,150,2.048,20.406,28,72,1,7,14,24,25,17,12
75,ロンベルグ徴候,8300,150,2.025,23.635,45,55,2,49,18,14,9,5,3
76,ソラナックス 効果,13000,150,1.601,23.727,26,74,1,4,8,18,25,22,22
77,ロケルマ懸濁用散分包,13200,150,1.58,26.943,32,68,1,13,14,20,22,16,14
78,マドパー配合錠,14100,150,1.51,19.056,30,70,0,11,13,21,23,17,15
79,オプソ内服液,13700,150,1.491,20.355,30,70,0,9,11,21,26,18,15
80,デカドロン 効果,14000,150,1.466,27.054,23,77,1,9,14,24,22,16,14
81,副脾とは,13900,150,1.438,22.06,27,73,0,5,15,31,26,15,8
82,メチコバール 副作用,15900,150,1.432,24.365,29,71,1,4,6,15,21,21,32
83,神経症,14600,150,1.424,31.389,35,65,2,9,14,23,24,16,12
84,尿路感染症 症状,15200,150,1.422,58.354,22,78,1,15,15,19,25,15,10
85,エスワンタイホウ 化学療法,9200,140,1.905,36.754,26,74,0,10,9,18,23,21,19
86,造影ct検査とは,8900,140,1.904,19.583,38,62,1,5,7,17,28,22,20
87,カルチノイドとは,9300,140,1.813,28.97,33,67,1,13,14,18,22,18,14
88,hcc 医療,9700,140,1.777,27.933,23,77,0,28,20,21,17,8,6
89,mrcp,10200,140,1.754,23.071,35,65,1,24,16,19,17,12,11
90,副腎不全,10100,140,1.74,26.206,35,65,1,14,17,21,20,15,12
91,as 医療,11100,140,1.694,26.628,21,79,0,37,25,22,11,3,2
92,ポリスチレンスルホン酸 caゼリー,11500,140,1.6,36.753,28,72,0,13,14,20,23,16,14
93,オノアクト,11800,140,1.597,22.965,33,67,1,37,22,20,12,5,3
94,徐脈 原因,11600,140,1.59,65.636,25,75,1,10,13,20,24,16,16
95,γ-gtp高い 原因,12900,140,1.535,30.779,26,74,1,4,6,17,29,24,19
96,プレドニン 副作用 出現時期,13300,140,1.502,49.385,23,77,1,3,8,20,25,20,23
97,エナラプリル,13100,140,1.502,30.173,37,63,1,23,18,18,17,12,11
98,che,13100,140,1.499,29.044,34,66,1,7,5,13,24,25,25
99,ナットクラッカー症候群,13300,140,1.465,41.106,33,67,1,13,17,26,23,13,7
100,末期癌 最後の数日 症状,12900,140,1.451,29.057,22,78,1,4,12,26,33,14,10
101,脈拍が早い原因 100以上,14400,140,1.441,75.314,38,62,1,4,6,13,22,23,31
102,下垂体腫瘍,13800,140,1.421,20.725,28,72,1,9,11,22,27,19,11
103,腎血管筋脂肪腫,8900,130,1.767,21.413,28,72,1,4,10,22,31,21,11
104,検体検査とは何,10100,130,1.711,32.093,33,67,2,3,5,12,22,24,32
105,ネシーナ,10500,130,1.677,31.565,39,61,0,13,15,20,21,16,15
106,便が細い 原因,10300,130,1.653,31.447,36,64,1,3,8,17,24,26,21
107,肝腫瘍,9900,130,1.646,31.056,35,65,0,7,12,27,29,16,9
108,水腎症 症状,11000,130,1.612,29.368,25,75,1,9,12,18,24,20,16
109,黄疸が出る病気,11300,130,1.59,29.333,32,68,1,4,7,21,32,21,14
110,脳神経,11500,130,1.585,26.538,38,62,7,29,11,15,16,11,11
111,頸部リンパ節炎,11900,130,1.479,29.104,22,78,2,9,21,28,21,11,8
112,ツムラ五苓散,12600,130,1.461,30.909,25,75,1,8,10,17,23,20,21
113,胸腺,12800,130,1.437,32.688,36,64,9,14,10,17,20,15,15
114,湿布 貼りすぎ 副作用,13200,130,1.427,19.851,26,74,4,5,8,17,25,21,20
115,ピロリ菌除菌後,3400,120,2.669,19.574,27,73,0,4,12,26,29,17,12
116,腸閉塞 イレウス 違い,7100,120,1.983,24.03,28,72,1,12,14,21,24,15,13
117,虫垂癌,7300,120,1.965,46.138,33,67,0,5,9,18,26,25,17
118,フレイルチェスト,7300,120,1.919,25.369,45,55,2,32,26,20,12,5,3
119,肋間神経痛 癌だった,7500,120,1.885,25.433,24,76,3,7,16,25,25,15,9
120,モルヒネの副作用,7400,120,1.879,24.705,30,70,3,15,11,20,25,16,10
121,オメプラール,9200,120,1.719,51.498,34,66,0,6,9,20,24,22,19
122,巨細胞性動脈炎,9900,120,1.673,20.82,33,67,2,8,11,18,21,18,22
123,pac 心電図,10000,120,1.669,28.336,23,77,0,41,23,19,10,4,3
124,スピーチカニューレ,9900,120,1.631,35.385,23,77,1,28,21,22,15,8,5
125,両手がしびれる 原因,9700,120,1.609,81.746,32,68,1,6,10,22,28,17,16
126,ジーラスタ,9900,120,1.574,22.597,30,70,0,13,15,24,23,15,10
127,髄液検査,10200,120,1.552,19.089,33,67,2,14,17,21,20,13,13
128,デエヒゴ5mg,11000,120,1.537,23.922,32,68,1,6,8,20,28,19,18
129,pta 医療,11200,120,1.528,25.038,27,73,0,35,17,18,15,9,6
130,右首筋の痛み,10200,120,1.523,34.979,31,69,2,7,14,25,26,14,12
131,桂枝加朮附湯 効果,11400,120,1.482,19.929,20,80,1,3,7,19,29,22,19
132,鼠径ヘルニア 手術方法,11400,120,1.481,26.227,43,57,1,8,9,16,21,21,24
133,ビソノテープ 効果,11200,120,1.468,21.766,22,78,1,18,13,20,22,14,12
134,pca 医療,11700,120,1.462,21.122,28,72,1,26,16,20,18,9,10
135,病気がみえる,11600,120,1.455,44.99,32,68,6,34,17,17,14,6,6
136,右耳の後ろが痛い,11400,120,1.45,35.896,30,70,1,6,12,24,28,18,11
137,右腰の痛み 女性,11300,120,1.445,33.057,5,95,2,8,11,28,34,10,7
138,ピリン系とは,12000,120,1.444,28.538,30,70,1,12,15,24,22,17,9
139,頻尿 女性,11600,120,1.443,35.19,4,96,2,15,19,25,22,6,11
140,胸腔ドレナージ,7400,110,1.879,29.01,34,66,7,28,15,17,17,9,7
141,hr 医療,7700,110,1.855,51.723,24,76,2,37,17,15,14,9,6
142,アルブミン 食事,7700,110,1.834,34.849,25,75,1,4,5,14,23,25,28
143,ptgbd,7900,110,1.795,19.452,28,72,1,37,24,20,12,4,2
144,出血性大腸炎,7600,110,1.767,20.711,29,71,1,7,11,18,27,20,16
145,タケプロン タケキャブ 違い,8400,110,1.736,42.58,36,64,0,3,7,16,25,25,24
146,ヘルシンキ宣言,8700,110,1.716,21.923,39,61,11,38,11,14,13,8,5
147,ニ段脈とは,8300,110,1.7,20.119,26,74,0,26,20,23,17,8,6
148,ラベプラゾールナトリウム錠10mgケミファ,9500,110,1.628,39.93,36,64,1,2,4,10,19,26,38
149,リケッチア,9600,110,1.624,29.128,40,60,3,19,12,17,21,16,12
150,癌末期 最期 兆候,9200,110,1.602,34.06,19,81,0,2,7,21,34,23,13
151,縦隔気腫,9400,110,1.572,43.274,36,64,5,18,17,24,21,9,6
152,手根骨,9400,110,1.563,30.009,50,50,9,26,18,19,15,8,5
153,気管カニューレ,10100,110,1.529,26.61,26,74,1,17,16,25,24,12,5
154,ペロスピロン,9700,110,1.516,36.127,31,69,1,13,17,24,23,15,7
155,アンビューバック,9600,110,1.511,34.014,27,73,1,21,16,24,22,11,5
156,igg,10400,110,1.489,29.857,32,68,4,15,14,17,20,16,14
157,レミケード,9800,110,1.477,29.938,35,65,1,14,19,26,21,12,7
158,陳旧性脳梗塞,11000,110,1.458,19.44,31,69,1,13,10,15,21,18,22
159,ウルソデオキシコール酸50,10500,110,1.449,48.939,39,61,0,6,8,15,26,24,21
160,下痢と便秘を繰り返す,11300,110,1.443,33.281,24,76,3,12,14,21,23,15,12
161,子宮筋腫 痛み,10200,110,1.436,21.635,6,94,1,3,17,44,29,3,3
162,ふらつき 原因 高齢者,13400,110,1.421,42.623,37,63,0,1,1,5,11,16,66
163,造営ct,5900,100,1.897,26.381,31,69,1,17,17,24,22,11,8
164,avr 医療,6700,100,1.834,32.653,30,70,0,37,23,20,12,5,3
165,セフェピム,7000,100,1.78,55.789,43,57,0,29,19,20,16,10,6
166,半夏瀉心湯 効果,7400,100,1.766,46.343,27,73,1,7,9,18,23,22,20
167,喉仏の横が痛い,7300,100,1.726,58.234,48,52,2,9,20,29,25,10,5
168,ngチューブ,8100,100,1.694,38.142,22,78,3,33,17,21,17,6,3
169,ランソプラゾールod錠15,7900,100,1.687,39.621,34,66,1,4,7,15,20,24,29
170,唾液腺ガン 初期症状,8400,100,1.656,30.856,24,76,1,2,6,17,28,23,23
171,食べるとすぐ便意,8200,100,1.653,29.715,23,77,1,9,14,20,25,18,13
172,遅発性ジスキネジア,8000,100,1.647,36.424,30,70,2,14,13,21,25,16,9
173,ppe 着脱手順 覚え方,7900,100,1.627,21.919,21,79,2,19,18,26,23,9,3
174,エゼロス配合錠,8200,100,1.62,54.716,39,61,0,8,12,19,23,22,16
175,血尿スケール,8800,100,1.589,74.615,17,83,1,41,25,18,10,3,2
176,口腔体操,8600,100,1.577,25.843,22,78,1,7,11,22,25,19,15
177,子宮内膜炎 症状,8800,100,1.567,29.109,4,96,4,33,30,20,8,3,2
178,ゲルストマン症候群,9000,100,1.556,41.286,35,65,1,34,17,18,17,9,4
179,dka 医療,8800,100,1.548,20.386,28,72,0,28,24,24,16,6,2
180,瘢痕とは,9000,100,1.547,27.791,33,67,3,16,12,19,21,16,13
181,肋間神経痛 とは,9100,100,1.534,54.102,26,74,2,3,7,14,24,25,25
182,ナトリックス,8900,100,1.529,30.563,39,61,0,14,18,21,19,13,15
183,るい痩,8700,100,1.528,45.564,33,67,2,15,16,23,21,15,8
184,ps 医療,8800,100,1.518,47.448,32,68,1,30,25,23,13,5,3
185,親指と人差し指の間痛い,8700,100,1.511,51.841,31,69,7,16,21,23,19,8,6
186,ハルロピテープ,9400,100,1.508,19.872,28,72,0,12,16,25,24,14,9
187,ミオコールスプレー,9300,100,1.504,52.917,37,63,1,17,17,19,20,14,12
188,アンプタ 医療,8900,100,1.504,23.896,27,73,1,29,20,22,17,8,3
189,慢性甲状腺炎,9500,100,1.48,27.068,20,80,1,11,15,22,25,17,9
190,血管炎,9400,100,1.469,27.378,27,73,2,10,16,25,23,14,10
191,ロサルタンk錠25mg,10200,100,1.466,44.806,35,65,0,5,8,15,23,22,27
192,hcv,10100,100,1.458,27.027,34,66,2,18,19,20,19,13,9
193,ピルシカイニド,9700,100,1.454,20.689,41,59,0,18,18,17,18,14,15
194,crp 数値,9300,100,1.453,19.106,17,83,2,14,17,27,24,10,6
195,ノバミン,10200,100,1.45,23.645,32,68,1,18,18,21,18,11,13
196,肝嚢胞とは,10000,100,1.45,21.035,28,72,0,3,5,17,31,24,20
197,酸素ボンベ 医療用,10100,100,1.443,30.84,34,66,1,4,8,19,29,20,19
198,st上昇,10000,100,1.441,37.31,37,63,2,38,23,18,12,5,2
199,エネーボ,10000,100,1.432,21.949,27,73,1,12,17,26,21,13,10
200,顎下腺炎,9600,100,1.429,38.574,28,72,1,10,19,25,24,13,8
201,腺腫,4300,90,2.164,24.328,47,53,1,6,10,17,25,20,21
202,大腸憩室炎 症状,4800,90,2.113,19.961,31,69,1,3,7,15,25,25,24
203,ra 医療,5000,90,2.019,21.283,24,76,1,40,22,19,12,4,2
204,下大静脈,5100,90,1.964,26.41,33,67,8,29,18,17,14,8,6
205,kcl 点滴,5300,90,1.918,51.463,21,79,1,36,18,19,16,7,3
206,転子部骨折,5800,90,1.842,28.509,43,57,1,26,19,20,17,11,6
207,nihss,6500,90,1.831,25.769,49,51,1,44,26,15,8,4,2
208,血液透析,6200,90,1.813,28.673,37,63,3,19,11,18,19,15,15
209,発熱性好中球減少症,6500,90,1.787,22.525,43,57,1,30,21,20,14,8,6
210,ラパコレとは,6200,90,1.761,28.847,26,74,0,29,18,22,19,8,4
211,造影検査とは,7100,90,1.701,24.942,28,72,2,7,11,18,27,18,17
212,大腸内視鏡検査 ポリープ切除,7000,90,1.697,34.636,30,70,0,0,4,20,36,26,14
213,経食道心エコー,6800,90,1.674,24.278,35,65,1,22,17,19,17,12,12
214,モビプレップ 便意 いつから,7200,90,1.641,32.498,32,68,1,5,14,28,27,15,10
215,大腸カメラ 鎮静剤,6800,90,1.633,21.871,28,72,1,5,16,32,27,12,7
216,血圧下が低い,7400,90,1.63,35.609,23,77,1,4,5,13,27,24,26
217,血栓性静脈炎,7400,90,1.616,34.627,31,69,1,9,15,19,23,17,16
218,ジスト,7400,90,1.614,29.975,33,67,1,4,9,17,23,24,22
219,腫瘍熱 特徴,7200,90,1.613,41.504,22,78,0,9,15,24,25,17,10
220,リスペリドン 効果が出るまで,7000,90,1.607,42.346,19,81,1,12,12,24,30,14,7
221,血圧が低い,7500,90,1.605,40.93,31,69,1,6,9,16,21,20,27
222,cre 感染,7500,90,1.589,33.573,28,72,0,23,17,20,19,12,9
223,頸動脈狭窄症 症状,8200,90,1.588,44.478,41,59,0,3,4,11,20,24,38
224,反応性低血糖,7300,90,1.583,46.833,21,79,2,17,21,23,19,12,6
225,aライン 医療,7800,90,1.582,40.019,25,75,1,40,19,20,14,5,1
226,肺結節,7800,90,1.58,45.348,32,68,1,6,9,18,25,22,19
227,気管支肺炎,7800,90,1.556,26.93,32,68,4,16,29,22,10,8,11
228,ピルシカイニド塩酸塩50mg,7900,90,1.553,31.866,39,61,1,2,4,19,24,23,27
229,腎臓機能低下すると,7800,90,1.55,48.538,27,73,1,4,8,18,30,21,18
230,ヴィーンf輸液,8400,90,1.548,32.232,32,68,1,21,17,18,20,14,9
231,麻痺とは,8600,90,1.534,21.795,35,65,4,7,6,13,31,22,17
232,pmr 医療 略語,8500,90,1.515,35.599,31,69,0,21,21,23,19,10,6
233,下肢静脈瘤 マッサージ,8800,90,1.511,34.344,22,78,0,3,8,19,30,21,19
234,リンパ腫 生存率,8700,90,1.51,22.768,43,57,1,5,8,16,22,22,26
235,hds-r 点数 評価,8100,90,1.51,19.546,33,67,1,19,12,18,21,17,12
236,胃下垂 確かめ方,8100,90,1.508,55.862,19,81,11,19,17,21,17,7,8
237,腸骨稜,8500,90,1.506,44.554,39,61,8,25,18,22,15,8,4
238,腫瘍マーカー cea,8600,90,1.496,62.879,41,59,0,4,8,20,30,21,17
239,骨粗鬆症 症状,9000,90,1.489,25.539,12,88,3,6,4,12,24,27,24
240,大建中湯 便秘 効果,9100,90,1.485,36.314,27,73,1,5,9,16,21,18,30
241,防衛機制,8900,90,1.483,27.057,38,62,18,29,14,15,14,7,3
242,omi 医療,8900,90,1.481,38.747,26,74,1,39,21,20,12,4,3
243,アルジネードウォーター,8900,90,1.48,23.813,27,73,2,12,16,21,21,16,12
244,異所性妊娠,8700,90,1.477,26.458,20,80,3,28,39,15,7,5,3
245,ptpシート,8100,90,1.472,65.86,40,60,2,17,16,21,21,13,10
246,pct 血液検査,9200,90,1.458,20.81,32,68,0,13,12,16,21,19,19
247,糖尿病性神経障害,8500,90,1.452,52.27,39,61,2,13,14,18,22,17,14
248,腸炎 何日で治る,9100,90,1.43,37.198,30,70,3,12,21,24,20,11,9
249,尾てい骨が痛い がん,8500,90,1.428,55.792,28,72,1,4,12,23,28,19,13
250,小腸イレウス,3900,80,2.205,21.448,31,69,0,9,9,18,25,24,15
251,食道胃接合部癌,3600,80,2.204,22.019,42,58,1,9,17,22,22,17,12
252,ipmn 膵臓 ガイドライン,3800,80,2.177,26.044,54,46,0,5,13,18,20,21,23
253,セフメタゾールナトリウム,3600,80,2.174,28.757,33,67,1,21,11,17,20,16,14
254,ドレーン 排液の色,3900,80,2.163,32.014,13,87,2,46,11,14,14,8,5
255,筋性防御とは,4200,80,2.139,24.605,33,67,2,43,21,17,11,4,2
256,腸間膜,4100,80,2.078,19.057,39,61,7,29,12,16,14,10,12
257,ゴットロン徴候,4500,80,2.057,32.12,33,67,1,29,17,19,19,9,6
258,下血 血便 違い,4100,80,2.037,32.157,34,66,1,15,17,20,22,14,11
259,チクロピジン,5100,80,1.925,21.447,39,61,1,26,17,18,18,11,9
260,鼻のがん 初期症状,4900,80,1.911,22.041,24,76,1,4,8,18,29,22,18
261,食道烈孔ヘルニア,4800,80,1.91,19.813,35,65,1,9,19,27,23,14,7
262,6種複合免疫療法,5400,80,1.888,57.195,39,61,1,2,7,18,26,20,26
263,肋間神経痛 場所,5100,80,1.871,19.386,21,79,2,6,15,27,27,14,9
264,フェイススケール,5500,80,1.818,34.753,22,78,2,39,22,20,12,4,1
265,こうそく性換気障害,5300,80,1.818,44.934,29,71,3,28,15,18,17,11,8
266,フォレスター分類,5400,80,1.813,36.49,37,63,1,48,20,17,9,3,2
267,憩室炎 症状,5500,80,1.811,22.53,27,73,1,8,12,20,23,22,14
268,膀胱が痛い,5300,80,1.811,30.149,38,62,7,13,12,18,21,17,12
269,プリンペラン注射液,5900,80,1.763,29.315,27,73,1,10,12,22,25,19,11
270,急に便秘になる原因,5700,80,1.758,53.021,23,77,3,12,18,24,21,14,8
271,ロンカイ音,5600,80,1.749,38.483,32,68,0,29,25,24,15,5,2
272,トレンデレンブルグ歩行,6100,80,1.743,36.825,52,48,4,52,18,12,8,4,2
273,cart 腹水,5700,80,1.741,28.505,32,68,0,28,23,21,17,7,4
274,vsa 心臓,5500,80,1.737,22.769,33,67,0,27,26,24,15,6,2
275,一次救命処置,5700,80,1.724,36.421,33,67,6,32,15,21,16,7,3
276,脂肪便 とは,5600,80,1.723,43.604,34,66,2,11,19,27,23,12,6
277,hcv抗体陽性,6400,80,1.696,34.844,28,72,1,12,19,23,23,13,9
278,回腸導管とは,6100,80,1.683,33.846,23,77,0,26,21,23,15,7,8
279,陽子線治療 保険適用,7000,80,1.671,39.149,41,59,1,1,5,12,21,24,36
280,後頭部神経痛,6900,80,1.636,35.183,23,77,2,7,11,21,28,20,11
281,アニオンギャップ,6500,80,1.629,21.329,50,50,1,34,23,19,12,6,5
282,dc 医療,6600,80,1.623,54.346,26,74,1,44,24,17,10,3,1
283,アプレピタント,6700,80,1.621,28.615,33,67,0,27,15,19,18,11,10
284,尿管ガン 初期症状,6600,80,1.611,19.174,36,64,1,2,4,13,24,27,29
